SiteID;CoreID;Ecosystem;Specie;Min.D;Max.D;Age;DBD;OM;OC
Santa Maria;SM15;Seagrass;Posidonia oceanica;85.73174409;86.79239066;1204.8;0.752915547;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;86.79239066;87.85013717;1214.1;1.02215374;3.41617982;0.9999522
Santa Maria;SM15;Seagrass;Posidonia oceanica;87.85013717;88.90512231;1223.55;1.143105574;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;88.90512231;89.95747813;1233;0.794186286;3.213262382;1.1142673
Santa Maria;SM15;Seagrass;Posidonia oceanica;89.95747813;91.00733034;1245;0.990990307;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;91.00733034;92.05479869;1259.6;1.063039044;2.914955424;0.8884462
Santa Maria;SM15;Seagrass;Posidonia oceanica;92.05479869;93.09999714;1274.35;0.971026468;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;93.09999714;94.14303426;1289.2;0.967024696;2.658788774;1.1354211
Santa Maria;SM15;Seagrass;Posidonia oceanica;94.14303426;95.1840134;1304.05;1.022178999;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;95.1840134;96.22303296;1323;0.946886973;2.997112417;1.1578713
Santa Maria;SM15;Seagrass;Posidonia oceanica;96.22303296;97.26018664;1346.1;1.159077402;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;97.26018664;98.29556368;1369.2;1.156005391;3.463203463;1.4031611
Santa Maria;SM15;Seagrass;Posidonia oceanica;98.29556368;99.32924903;1391.9;0.987986899;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;99.32924903;100.3613236;1414.15;0.722014027;3.054435484;1.3629499
Santa Maria;SM15;Seagrass;Posidonia oceanica;100.3613236;101.3918644;1437;0.950013786;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;101.3918644;102.4209447;1460.7;0.921255399;;1.5463897
Santa Maria;SM15;Seagrass;Posidonia oceanica;102.4209447;103.4486345;1484.4;0.978887036;4.786494538;
Santa Maria;SM15;Seagrass;Posidonia oceanica;103.4486345;104.4750002;1507.8;0.806197581;3.160133698;1.3645732
Santa Maria;SM15;Seagrass;Posidonia oceanica;104.4750002;105.5001051;1540.233333;0.590829188;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;105.5001051;106.5240095;1566.1;0.766217764;2.556558791;1.1069074
Santa Maria;SM15;Seagrass;Posidonia oceanica;106.5240095;107.5467708;1581.5;0.817018252;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;107.5467708;108.5684437;1596.9;1.088535485;1.661569827;1.0066645
Santa Maria;SM15;Seagrass;Posidonia oceanica;108.5684437;109.5890803;1612.4;1.153199379;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;109.5890803;110.60873;1625.75;1.218039956;1.964057743;0.9499612
Santa Maria;SM15;Seagrass;Posidonia oceanica;110.60873;111.6274401;1636.95;1.222901783;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;111.6274401;112.6452555;1648.2;1.197483687;2.977692541;0.8676505
Santa Maria;SM15;Seagrass;Posidonia oceanica;112.6452555;113.6622189;1659.5;1.118400571;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;113.6622189;114.6783712;1670.8;1.036208937;2.212082135;1.0365024
Santa Maria;SM15;Seagrass;Posidonia oceanica;114.6783712;115.6937512;1681.7;1.140438278;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;115.6937512;116.7083956;1692.35;1.03863147;2.748796148;0.9141543
Santa Maria;SM15;Seagrass;Posidonia oceanica;116.7083956;117.7223398;1703;1.113216095;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;117.7223398;118.7356172;1713.65;1.190924267;2.336680919;0.9226222
Santa Maria;SM15;Seagrass;Posidonia oceanica;118.7356172;119.7482597;1724.35;1.066873501;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;119.7482597;120.7602977;1735.3;1.320060457;2.393927598;1.057595
Santa Maria;SM15;Seagrass;Posidonia oceanica;120.7602977;121.7717599;1746.5;1.17480801;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;121.7717599;122.7826741;1757.8;1.075337433;1.792347697;1.0130509
Santa Maria;SM15;Seagrass;Posidonia oceanica;122.7826741;123.7930664;1769.25;1.260273839;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;123.7930664;124.8029617;1780.65;0.865447308;1.86896902;0.9217996
Santa Maria;SM15;Seagrass;Posidonia oceanica;124.8029617;125.8123839;1791.95;1.222648411;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;125.8123839;126.8213555;1803.25;0.952618492;2.780546143;1.034875
Santa Maria;SM15;Seagrass;Posidonia oceanica;126.8213555;127.8298981;1814.5;1.137625643;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;127.8298981;128.8380321;1825.65;1.068060046;2.278970394;0.8527584
Santa Maria;SM15;Seagrass;Posidonia oceanica;128.8380321;129.8457773;1836.65;1.039522354;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;129.8457773;130.853152;1847.75;0.898997159;2.187669499;0.965969
Santa Maria;SM15;Seagrass;Posidonia oceanica;130.853152;131.8601741;1858.65;0.66564454;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;131.8601741;132.8668604;1869.2;0.511239335;1.472452462;0.8946806
Santa Maria;SM15;Seagrass;Posidonia oceanica;132.8668604;133.873227;1879.65;0.737989578;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;133.873227;134.8792892;1889.95;1.027508056;1.99019053;0.8084354
Santa Maria;SM15;Seagrass;Posidonia oceanica;134.8792892;135.8850614;1901;0.678661874;;
Santa Maria;SM15;Seagrass;Posidonia oceanica;135.8850614;136.8905576;1912.85;0.589108336;2.227848101;0.922624
Santa Maria;SM15;Seagrass;Posidonia oceanica;136.8905576;137.8957911;1924.7;1.057120288;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;0;1.012817825;;1.5500091;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;1.012817825;2.241792338;;1.355343998;2.730174731;1.60193
Santa Maria;SM25;Seagrass;Posidonia oceanica;2.241792338;3.460254034;;1.356730257;2.064663504;1.2174056
Santa Maria;SM25;Seagrass;Posidonia oceanica;3.460254034;4.668685586;;1.273645779;2.527179096;1.0992383
Santa Maria;SM25;Seagrass;Posidonia oceanica;4.668685586;5.867547502;;1.274268429;2.798489397;1.1624984
Santa Maria;SM25;Seagrass;Posidonia oceanica;5.867547502;7.057279151;;1.410143503;2.566088893;1.0143869
Santa Maria;SM25;Seagrass;Posidonia oceanica;7.057279151;8.238299726;;1.42835941;1.673789174;1.0445141
Santa Maria;SM25;Seagrass;Posidonia oceanica;8.238299726;9.411009175;;1.009479633;2.640487475;1.0598292
Santa Maria;SM25;Seagrass;Posidonia oceanica;9.411009175;10.57578908;;1.105978185;3.072421361;1.0736841
Santa Maria;SM25;Seagrass;Posidonia oceanica;10.57578908;11.73300352;;1.114914603;3.376800311;1.2654114
Santa Maria;SM25;Seagrass;Posidonia oceanica;11.73300352;12.88299983;;1.325578238;2.863799631;1.5238119
Santa Maria;SM25;Seagrass;Posidonia oceanica;12.88299983;14.02610942;;1.146546562;3.564247852;1.4581832
Santa Maria;SM25;Seagrass;Posidonia oceanica;14.02610942;15.16264847;;1.164709645;3.862851068;1.5451215
Santa Maria;SM25;Seagrass;Posidonia oceanica;15.16264847;16.29291867;;1.320366256;3.822283519;1.5774759
Santa Maria;SM25;Seagrass;Posidonia oceanica;16.29291867;17.41720782;;1.06961089;3.510612541;1.5996878
Santa Maria;SM25;Seagrass;Posidonia oceanica;17.41720782;18.53579053;;1.306508071;4.480475871;1.6284586
Santa Maria;SM25;Seagrass;Posidonia oceanica;18.53579053;19.6489288;;1.02892606;5.588320603;2.3009056
Santa Maria;SM25;Seagrass;Posidonia oceanica;19.6489288;20.75687259;;1.081919339;5.164992826;1.8693046
Santa Maria;SM25;Seagrass;Posidonia oceanica;20.75687259;21.85986041;;1.208788961;4.147143854;1.8472593
Santa Maria;SM25;Seagrass;Posidonia oceanica;21.85986041;22.95811979;;1.25474139;4.181600956;1.6527833
Santa Maria;SM25;Seagrass;Posidonia oceanica;22.95811979;24.05186782;;1.346297705;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;24.05186782;25.14131164;;1.329690128;3.429342067;1.2653801
Santa Maria;SM25;Seagrass;Posidonia oceanica;25.14131164;26.22664886;;1.450058408;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;26.22664886;27.30806803;;1.535716859;3.834461116;1.1039788
Santa Maria;SM25;Seagrass;Posidonia oceanica;27.30806803;28.38574903;;1.46368159;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;28.38574903;29.45986349;;1.341093594;2.628401597;1.1726988
Santa Maria;SM25;Seagrass;Posidonia oceanica;29.45986349;30.53057516;;1.350632553;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;30.53057516;31.59804028;;1.147901549;2.830728174;1.3505124
Santa Maria;SM25;Seagrass;Posidonia oceanica;31.59804028;32.6624079;;1.090761255;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;32.6624079;33.72382024;;1.267039943;3.053650287;1.4478946
Santa Maria;SM25;Seagrass;Posidonia oceanica;33.72382024;34.78241297;;1.780185053;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;34.78241297;35.83831556;;1.695200514;2.982263381;1.3706892
Santa Maria;SM25;Seagrass;Posidonia oceanica;35.83831556;36.89165152;;1.284606897;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;36.89165152;37.94253868;;1.466728174;2.435150873;1.4641451
Santa Maria;SM25;Seagrass;Posidonia oceanica;37.94253868;38.99108948;;1.5367076;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;38.99108948;40.03741119;;1.318607767;2.784759224;1.2116208
Santa Maria;SM25;Seagrass;Posidonia oceanica;40.03741119;41.08160614;;1.538266628;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;41.08160614;42.123772;;1.23319874;3.449283835;1.4987389
Santa Maria;SM25;Seagrass;Posidonia oceanica;42.123772;43.1640019;;1.069794612;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;43.1640019;44.20238475;;1.122558288;2.812831134;1.1581585
Santa Maria;SM25;Seagrass;Posidonia oceanica;44.20238475;45.23900534;;1.882387021;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;45.23900534;46.27394459;;1.500555251;2.153875094;1.3497682
Santa Maria;SM25;Seagrass;Posidonia oceanica;46.27394459;47.30727968;;1.501128009;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;47.30727968;48.33908428;;1.678417275;2.724252492;1.3894393
Santa Maria;SM25;Seagrass;Posidonia oceanica;48.33908428;49.36942864;;1.544333086;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;49.36942864;50.39837981;;1.535927157;3.179954442;1.7432875
Santa Maria;SM25;Seagrass;Posidonia oceanica;50.39837981;51.42600176;;1.320593474;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;51.42600176;52.45235551;;1.495857533;2.919124263;1.1756912
Santa Maria;SM25;Seagrass;Posidonia oceanica;52.45235551;53.47749929;;1.224081916;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;53.47749929;54.50148866;;1.31618188;2.163529081;1.2479658
Santa Maria;SM25;Seagrass;Posidonia oceanica;54.50148866;55.52437661;;1.675778693;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;55.52437661;56.54621372;;1.593646928;2.874475035;1.3173436
Santa Maria;SM25;Seagrass;Posidonia oceanica;56.54621372;57.56704823;;1.504650768;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;57.56704823;58.58692617;;1.36716969;3.422294844;1.588003
Santa Maria;SM25;Seagrass;Posidonia oceanica;58.58692617;59.60589147;;1.670516618;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;59.60589147;60.62398602;;1.713857104;3.642719161;1.5887282
Santa Maria;SM25;Seagrass;Posidonia oceanica;60.62398602;61.6412498;;1.810836916;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;61.6412498;62.65772095;;1.639596165;2.413461538;1.4181735
Santa Maria;SM25;Seagrass;Posidonia oceanica;62.65772095;63.67343587;;1.361279376;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;63.67343587;64.68842928;;1.701779053;2.83560353;1.1387327
Santa Maria;SM25;Seagrass;Posidonia oceanica;64.68842928;65.70273431;;1.630212066;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;65.70273431;66.71638255;;1.830352149;3.188646208;1.39334
Santa Maria;SM25;Seagrass;Posidonia oceanica;66.71638255;67.72940416;;1.899342617;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;67.72940416;68.74182792;;1.738170497;3.059566787;1.4357478
Santa Maria;SM25;Seagrass;Posidonia oceanica;68.74182792;69.75368127;;1.517563074;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;69.75368127;70.76499041;;1.502870084;2.508313539;1.6158654
Santa Maria;SM25;Seagrass;Posidonia oceanica;70.76499041;71.77578031;;1.511785328;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;71.77578031;72.78607482;;1.810526548;2.667546423;1.2081247
Santa Maria;SM25;Seagrass;Posidonia oceanica;72.78607482;73.79589668;;1.547259969;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;73.79589668;74.80526759;;1.433392245;4.005979073;
Santa Maria;SM25;Seagrass;Posidonia oceanica;74.80526759;75.81420827;;1.373893974;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;75.81420827;76.82273845;;1.663699242;6.517135156;1.616981
Santa Maria;SM25;Seagrass;Posidonia oceanica;76.82273845;77.83087699;;1.521821448;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;77.83087699;78.83864187;;1.628053311;2.403542062;1.3309701
Santa Maria;SM25;Seagrass;Posidonia oceanica;78.83864187;79.84605024;;1.545318918;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;79.84605024;80.85311847;;1.521675733;2.664470497;1.1258609
Santa Maria;SM25;Seagrass;Posidonia oceanica;80.85311847;81.85986218;;1.696436557;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;81.85986218;82.86629628;;1.393142867;3.095882176;1.1420497
Santa Maria;SM25;Seagrass;Posidonia oceanica;82.86629628;83.87243496;;1.366472111;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;83.87243496;84.87829181;;1.440571235;3.259538389;1.1034675
Santa Maria;SM25;Seagrass;Posidonia oceanica;84.87829181;85.88387975;;1.173017024;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;85.88387975;86.88921113;;1.326784517;3.277734678;1.212075
Santa Maria;SM25;Seagrass;Posidonia oceanica;86.88921113;87.89429773;;1.442008198;;
Santa Maria;SM25;Seagrass;Posidonia oceanica;87.89429773;88.8991508;;1.578254222;1.993093241;1.0186252
Es Port;EP05;Seagrass;Posidonia oceanica;0;1.007282505;0.45;0.37054442;20.03844746;11.0047184
Es Port;EP05;Seagrass;Posidonia oceanica;1.007282505;2.523106457;1.8;0.39225551;13.14648945;7.3011205
Es Port;EP05;Seagrass;Posidonia oceanica;2.523106457;4.012303584;3.1;0.305829585;10.72715709;6.4576991
Es Port;EP05;Seagrass;Posidonia oceanica;4.012303584;5.47624836;4.5;0.471182444;7.282415631;5.5803766
Es Port;EP05;Seagrass;Posidonia oceanica;5.47624836;6.916244314;7.4;0.538266063;8.732978094;5.7486972
Es Port;EP05;Seagrass;Posidonia oceanica;6.916244314;8.333527681;10.3;0.492940977;10.15338289;5.8538898
Es Port;EP05;Seagrass;Posidonia oceanica;8.333527681;9.729270887;13.4;0.403500576;9.647779479;5.879824
Es Port;EP05;Seagrass;Posidonia oceanica;9.729270887;11.10458583;16.6;0.361099058;11.72487182;6.531203
Es Port;EP05;Seagrass;Posidonia oceanica;11.10458583;12.46052703;18.75;0.338200641;12.66268715;7.5330046
Es Port;EP05;Seagrass;Posidonia oceanica;12.46052703;13.79809454;22.3;0.442367722;9.340554922;5.5268564
Es Port;EP05;Seagrass;Posidonia oceanica;13.79809454;15.11823682;26.05;0.524193577;10.75547866;6.1033075
Es Port;EP05;Seagrass;Posidonia oceanica;15.11823682;16.42185336;28.6;0.547188795;11.35510511;6.1954808
Es Port;EP05;Seagrass;Posidonia oceanica;16.42185336;17.70979722;33.63333333;0.656567856;8.600795113;5.6231828
Es Port;EP05;Seagrass;Posidonia oceanica;17.70979722;18.98287742;39.25;0.457641814;11.49618774;6.6720817
Es Port;EP05;Seagrass;Posidonia oceanica;18.98287742;20.24186123;43;0.481263247;12.41999814;6.8386069
Es Port;EP05;Seagrass;Posidonia oceanica;20.24186123;21.48747629;47.9;0.475762275;10.90891585;7.7197484
Es Port;EP05;Seagrass;Posidonia oceanica;21.48747629;22.72041271;56.83333333;0.491057482;9.383145091;4.8267591
Es Port;EP05;Seagrass;Posidonia oceanica;22.72041271;23.94132495;65.8;0.660906806;7.686608631;6.1638123
Es Port;EP05;Seagrass;Posidonia oceanica;23.94132495;25.15083371;72.8;0.575166207;6.404547608;4.338869
Es Port;EP05;Seagrass;Posidonia oceanica;25.15083371;26.34952762;80.85;0.726487331;6.285150469;4.6858645
Es Port;EP05;Seagrass;Posidonia oceanica;26.34952762;27.53796496;92.93333333;0.724152086;;
Es Port;EP05;Seagrass;Posidonia oceanica;27.53796496;28.71667517;106;0.643349248;7.082452431;4.5702936
Es Port;EP05;Seagrass;Posidonia oceanica;28.71667517;29.88616036;115.95;0.48997111;;
Es Port;EP05;Seagrass;Posidonia oceanica;29.88616036;31.04689672;125.85;0.521463972;8.231053965;5.363643
Es Port;EP05;Seagrass;Posidonia oceanica;31.04689672;32.19933587;135.8;0.504426081;;
Es Port;EP05;Seagrass;Posidonia oceanica;32.19933587;33.34390612;143.65;0.549250407;7.453895916;4.3311786
Es Port;EP05;Seagrass;Posidonia oceanica;33.34390612;34.48101365;149.3;0.530898167;;
Es Port;EP05;Seagrass;Posidonia oceanica;34.48101365;35.6110437;157.7666667;0.632573737;9.352728693;5.1371193
Es Port;EP05;Seagrass;Posidonia oceanica;35.6110437;36.73436159;166.5;0.759532268;;
Es Port;EP05;Seagrass;Posidonia oceanica;36.73436159;37.85131382;172.65;0.701982835;8.643503094;5.1534433
Es Port;EP05;Seagrass;Posidonia oceanica;37.85131382;38.96222897;178.75;0.553184154;;
Es Port;EP05;Seagrass;Posidonia oceanica;38.96222897;40.06741869;184.8;0.615508653;10.51540563;5.520886
Es Port;EP05;Seagrass;Posidonia oceanica;40.06741869;41.16717851;190.9;0.625375909;;
Es Port;EP05;Seagrass;Posidonia oceanica;41.16717851;42.26178873;197.05;0.658017083;9.270311898;5.2796519
Es Port;EP05;Seagrass;Posidonia oceanica;42.26178873;43.35151518;203.2;0.654467599;;
Es Port;EP05;Seagrass;Posidonia oceanica;43.35151518;44.43660994;209.35;0.683306927;8.621840725;5.1449791
Es Port;EP05;Seagrass;Posidonia oceanica;44.43660994;45.51731212;219.0666667;0.792888235;;
Es Port;EP05;Seagrass;Posidonia oceanica;45.51731212;46.59384845;229;0.780793013;7.299197782;4.1245484
Es Port;EP05;Seagrass;Posidonia oceanica;46.59384845;47.66643397;235.65;0.72843674;;
Es Port;EP05;Seagrass;Posidonia oceanica;47.66643397;48.73527264;242.4;0.866747725;7.810475662;4.9308842
Es Port;EP05;Seagrass;Posidonia oceanica;48.73527264;49.80055785;249.25;0.781031205;;
Es Port;EP05;Seagrass;Posidonia oceanica;49.80055785;50.86247303;256.1;0.71400241;7.632573822;4.2267074
Es Port;EP05;Seagrass;Posidonia oceanica;50.86247303;51.92119216;262.9;0.78182846;;
Es Port;EP05;Seagrass;Posidonia oceanica;51.92119216;52.97688021;269.85;0.80932964;6.842352941;4.1064148
Es Port;EP05;Seagrass;Posidonia oceanica;52.97688021;54.02969364;276.9;0.851988902;;
Es Port;EP05;Seagrass;Posidonia oceanica;54.02969364;55.07978084;283.9;0.835349774;6.966701852;4.3650665
Es Port;EP05;Seagrass;Posidonia oceanica;55.07978084;56.12728254;290.95;0.79725235;;
Es Port;EP05;Seagrass;Posidonia oceanica;56.12728254;57.17233221;298.8;0.841904798;6.202990064;4.2588924
Es Port;EP05;Seagrass;Posidonia oceanica;57.17233221;58.21505641;307.35;0.872666443;;
Es Port;EP05;Seagrass;Posidonia oceanica;58.21505641;59.25557519;315.85;0.897827546;5.666171372;4.5057287
Es Port;EP05;Seagrass;Posidonia oceanica;59.25557519;60.29400239;324.35;0.911667957;;
Es Port;EP05;Seagrass;Posidonia oceanica;60.29400239;61.33044598;333.2;0.926138689;5.271243399;3.8859315
Es Port;EP05;Seagrass;Posidonia oceanica;61.33044598;62.36500835;342.3;0.847693898;;
Es Port;EP05;Seagrass;Posidonia oceanica;62.36500835;63.39778661;1420.2;0.904660205;6.124763705;3.6790513
Es Port;EP05;Seagrass;Posidonia oceanica;63.39778661;64.42887285;1429.4;0.725888953;;
Es Port;EP05;Seagrass;Posidonia oceanica;64.42887285;65.45835443;1438.55;1.170732809;4.891956783;3.6966521
Es Port;EP05;Seagrass;Posidonia oceanica;65.45835443;66.48631417;1447.6;0.850937745;;
Es Port;EP05;Seagrass;Posidonia oceanica;66.48631417;67.51283062;1461.433333;0.943796565;4.274325233;3.4899358
Es Port;EP05;Seagrass;Posidonia oceanica;67.51283062;68.5379783;1475.3;0.898992154;;
Es Port;EP05;Seagrass;Posidonia oceanica;68.5379783;69.56182786;1484.3;0.975222201;5.914449966;4.3904335
Es Port;EP05;Seagrass;Posidonia oceanica;69.56182786;70.5844463;1493.3;0.922053224;;
Es Port;EP05;Seagrass;Posidonia oceanica;70.5844463;71.60589717;1502.4;0.892553366;5.558172398;3.4930442
Es Port;EP05;Seagrass;Posidonia oceanica;71.60589717;72.62624076;1511.45;0.808360746;;
Es Port;EP05;Seagrass;Posidonia oceanica;72.62624076;73.6455342;1520.4;0.874371301;4.988146041;4.1693478
Es Port;EP05;Seagrass;Posidonia oceanica;73.6455342;74.66383172;1529.4;0.87344061;;
Es Port;EP05;Seagrass;Posidonia oceanica;74.66383172;75.68118473;1538.45;0.949631988;6.766917293;4.4746696
Es Port;EP05;Seagrass;Posidonia oceanica;75.68118473;76.69764197;1547.35;0.877253058;;
Es Port;EP05;Seagrass;Posidonia oceanica;76.69764197;77.71324968;1556.15;0.865484357;5.463688231;4.2379436
Es Port;EP05;Seagrass;Posidonia oceanica;77.71324968;78.72805173;1565.05;1.003333747;;
Es Port;EP05;Seagrass;Posidonia oceanica;78.72805173;79.7420897;1573.95;0.988266028;5.743879473;4.6699439
Es Port;EP05;Seagrass;Posidonia oceanica;79.7420897;80.75540302;1582.75;0.912726992;;
Es Port;EP05;Seagrass;Posidonia oceanica;80.75540302;81.76802912;1591.55;0.975942605;5.557066449;3.4148317
Es Port;EP05;Seagrass;Posidonia oceanica;81.76802912;82.78000345;1600.3;0.966196047;;
Es Port;EP05;Seagrass;Posidonia oceanica;82.78000345;83.79135967;1609.05;0.837232604;5.095238095;3.4265468
Es Port;EP05;Seagrass;Posidonia oceanica;83.79135967;84.80212968;1617.75;1.037778875;;
Es Port;EP05;Seagrass;Posidonia oceanica;84.80212968;85.81234375;1626.25;0.852707413;4.390382971;3.8035382
Es Port;EP05;Seagrass;Posidonia oceanica;85.81234375;86.82203056;1634.75;1.130609805;;
Es Port;EP05;Seagrass;Posidonia oceanica;86.82203056;87.83121734;1643.3;0.925161605;4.87987988;3.4531204
Es Port;EP05;Seagrass;Posidonia oceanica;87.83121734;88.8399299;1652;0.960269102;;
Es Port;EP05;Seagrass;Posidonia oceanica;88.8399299;89.84819271;1660.75;1.234992204;5.223119028;3.9545824
Es Port;EP05;Seagrass;Posidonia oceanica;89.84819271;90.856029;1669.45;0.775893804;;
Es Port;EP05;Seagrass;Posidonia oceanica;90.856029;91.86346079;1678.15;1.008295526;4.682209539;3.5549225
Es Port;EP05;Seagrass;Posidonia oceanica;91.86346079;92.87050894;1686.8;0.768226204;;
Es Port;EP05;Seagrass;Posidonia oceanica;92.87050894;93.87719327;1695.35;0.811672849;4.523721957;3.5620834
Es Port;EP05;Seagrass;Posidonia oceanica;93.87719327;94.88353255;1703.9;0.617940277;;
Es Port;EP05;Seagrass;Posidonia oceanica;94.88353255;95.8895446;1712.4;0.764944849;4.413619168;3.1270115
Es Port;EP05;Seagrass;Posidonia oceanica;95.8895446;96.8952463;1721.05;0.703940685;;
Es Port;EP05;Seagrass;Posidonia oceanica;96.8952463;97.90065369;1729.8;1.34821106;4.091251885;2.8401926
