Site.ID;Core.ID;Ecosystem;Genus;Compresion;Min.D;Max.D;DBD;OM;OC;Age;Raw.Age;POC;Center
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;0;1;0.735291157;6.554328546;NA;8;5;4.988200606;0.575638959
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;1;2;0.975433602;NA;NA;13;9.8;NA;1.726916878
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;2;3;0.8698411;7.382634131;NA;15;14.2;5.647006944;2.878194796
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;3;4;1.027256404;NA;NA;22;19.5;NA;4.029472715
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;4;5;0.930788652;8.026646466;NA;29;24.3;6.159232645;5.180750633
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;5;6;1.469619562;NA;NA;35;31.7;NA;6.332028552
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;6;7;1.050020141;7.349943645;NA;38;37.2;5.621006034;7.48330647
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;7;8;0.739655633;NA;NA;44;41;NA;8.634584389
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;8;9;0.738056395;9.431278744;NA;46;44.9;7.276429806;9.785862307
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;9;10;0.677798816;NA;NA;51;48.2;NA;10.93714023
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;10;11;0.811744365;9.262297441;NA;55;52.4;7.142027774;12.08841814
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;11;12;0.806887815;NA;NA;57;56.1;NA;13.23969606
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;12;13;0.828560433;11.17908321;NA;66;60.4;8.666574557;14.39097398
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;13;14;1.297222767;NA;NA;70;67.3;NA;15.5422519
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;14;15;1.654473298;2.630064378;NA;80;76.3;1.86697318;16.69352982
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;15;16;1.542890339;NA;NA;85;84.7;NA;17.84480774
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;16;17;1.37349947;2.711293266;NA;95;92;1.931579899;18.99608566
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;17;18;1.213308232;NA;NA;100;98.3;NA;20.14736357
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;18;19;0.9340941;4.674905965;NA;106;103.3;3.493371243;21.29864149
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;19;20;1.454055071;NA;NA;113;111;NA;22.44991941
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;20;21;1.544532366;4.659277396;NA;117;NA;3.480940806;23.60119733
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;21;22;1.533573039;NA;NA;124;NA;NA;24.75247525
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;22;23;1.271383573;3.264754888;NA;129;NA;2.371784615;25.90375317
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;23;24;1.189694064;NA;NA;133;NA;NA;27.05503108
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;24;25;1.203974886;4.614595129;NA;143;NA;3.445402038;28.206309
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;25;26;1.549388915;NA;NA;148;NA;NA;29.35758692
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;26;27;1.662456117;1.24594054;NA;152;NA;0.766087741;30.50886484
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;27;28;1.775523319;NA;NA;162;NA;NA;31.66014276
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;28;29;1.322527099;1.257167219;NA;167;NA;0.775017063;32.81142068
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;29;30;1.819264352;NA;NA;171;NA;NA;33.9626986
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;30;31;1.450423357;NA;NA;181;NA;NA;35.11397651
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;31;32;2.088471211;2.443108578;NA;185;NA;1.718274839;36.26525443
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;32;33;1.719796023;NA;NA;190;NA;NA;37.41653235
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;33;34;1.155532413;3.524412524;NA;195;NA;2.578307545;38.56781027
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;34;35;1.378195561;NA;NA;204;NA;NA;39.71908819
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;35;36;1.22290366;8.428587292;NA;209;NA;6.478922828;40.87036611
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;36;37;0.915603913;NA;NA;213;NA;NA;42.02164402
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;37;38;1.145942333;5.845554302;NA;218;NA;4.424465466;43.17292194
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;38;39;1.179440755;NA;NA;222;NA;NA;44.32419986
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;39;40;1.327303419;4.623685198;NA;232;NA;3.452631972;45.47547778
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;40;41;1.161533567;NA;NA;237;NA;NA;46.6267557
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;41;42;1.003936411;6.189435932;NA;241;NA;4.697977322;47.77803362
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;42;43;1.337460453;NA;NA;246;NA;NA;48.92931154
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;43;44;1.055561313;7.702115132;NA;251;NA;5.901111362;50.08058945
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;44;45;1.630982149;NA;NA;255;NA;NA;51.23186737
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;45;46;0.820853068;9.505632765;NA;265;NA;7.335568488;52.38314529
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;46;47;0.876612456;NA;NA;270;NA;NA;53.53442321
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;47;48;0.979070665;8.156989734;NA;274;NA;6.262903286;54.68570113
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;48;49;0.984868572;NA;NA;279;NA;NA;55.83697905
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;49;50;1.137309657;5.93704863;NA;284;NA;4.49723697;56.98825697
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;50;51;1.24437303;NA;NA;289;NA;NA;58.13953488
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;51;52;1.453921356;3.682888112;NA;294;NA;2.704353686;59.2908128
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;52;53;1.281230386;NA;NA;304;521;NA;60.44209072
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;53;54;1.391914777;3.827932716;NA;309;NA;2.819717274;61.59336864
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;54;55;1.39333751;NA;NA;314;NA;NA;62.74464656
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;55;56;1.352982155;NA;NA;322;NA;NA;63.89592448
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;56;57;1.216415781;NA;NA;330;NA;NA;65.04720239
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;57;58;1.026256212;7.738800209;NA;338;NA;5.930289436;66.19848031
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;58;59;0.861647011;NA;NA;345;NA;NA;67.34975823
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;59;60;1.029813045;5.90313163;NA;353;NA;4.470260532;68.50103615
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;60;61;1.096055733;NA;NA;361;NA;NA;69.65231407
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;61;62;1.182227387;NA;NA;377;NA;NA;70.80359199
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;62;63;1.040371226;NA;NA;385;NA;NA;71.95486991
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;63;64;0.978337904;6.328199593;NA;393;NA;4.80834526;73.10614782
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;64;65;1.337519288;NA;NA;400;NA;NA;74.25742574
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;65;66;1.067472695;4.240459848;NA;408;NA;3.147827448;75.40870366
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;66;67;1.572018936;NA;NA;416;NA;NA;76.55998158
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;67;68;1.53353025;2.779136024;NA;424;NA;1.985539742;77.7112595
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;68;69;1.408313653;NA;NA;432;NA;NA;78.86253742
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;69;70;1.38821353;5.150378371;NA;440;NA;3.871545966;80.01381534
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;70;71;1.171096904;NA;NA;448;NA;NA;81.16509325
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;71;72;1.303715995;2.082408819;NA;456;NA;1.431386411;82.31637117
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;72;73;1.367097169;NA;NA;464;NA;NA;83.46764909
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;73;74;1.620177932;1.836380987;NA;472;NA;1.235704167;84.61892701
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;74;75;1.551528364;NA;NA;480;NA;NA;85.77020493
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;75;76;1.60314257;2.101314167;NA;495;NA;1.446423087;86.92148285
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;76;77;1.51951686;NA;NA;503;NA;NA;88.07276076
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;77;78;1.503658195;2.293287417;NA;511;NA;1.599112139;89.22403868
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;78;79;1.465709719;NA;NA;519;NA;NA;90.3753166
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;79;80;1.439843782;1.794472323;NA;527;NA;1.202371429;91.52659452
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;80;81;1.768516624;NA;NA;535;NA;NA;92.67787244
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;81;82;1.35991397;2.15505868;NA;543;NA;1.489169661;93.82915036
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;82;83;1.172412665;NA;NA;551;NA;NA;94.98042828
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;83;84;1.462318693;1.340469149;NA;559;NA;0.84127261;96.13170619
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;84;85;1.840364667;NA;NA;567;NA;NA;97.28298411
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;85;86;1.678739998;1.906643359;NA;575;NA;1.291588489;98.43426203
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;86;87;1.390149732;NA;NA;583;NA;NA;99.58553995
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;87;88;1.619429125;1.520590602;NA;591;NA;0.984535141;100.7368179
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;88;89;1.498159811;NA;NA;599;NA;NA;101.8880958
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;89;90;1.348066771;1.652556547;NA;607;NA;1.089496405;103.0393737
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;90;91;1.606148496;NA;NA;614;NA;NA;104.1906516
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;91;92;1.381174743;1.439281447;NA;622;NA;0.91986458;105.3419295
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;92;93;1.790574342;NA;NA;630;1090;NA;106.4932075
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;93;94;1.525202445;1.932306437;NA;637;NA;1.312000037;107.6444854
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;94;95;1.359983502;NA;NA;645;NA;NA;108.7957633
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;95;96;1.671059376;1.625945577;NA;652;NA;1.068330936;109.9470412
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;96;97;1.393968648;NA;NA;660;NA;NA;111.0983191
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;97;98;1.849082922;2.347619094;NA;667;NA;1.642325723;112.2495971
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;98;99;1.468779828;NA;NA;673;NA;NA;113.400875
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;99;100;1.807599007;1.109197515;NA;680;NA;0.657326948;114.5521529
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;100;101;1.44971199;NA;NA;686;NA;NA;115.7034308
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;101;102;1.442389726;0.847461877;NA;693;NA;0.449151245;116.8547087
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;102;103;1.41865254;NA;NA;699;NA;NA;118.0059866
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;103;104;1.707841852;1.24106809;NA;706;NA;0.762212358;119.1572646
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;104;105;1.515574925;NA;NA;713;1063;NA;120.3085425
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;105;106;1.677429585;1.934153708;NA;719;NA;1.313469294;121.4598204
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;106;107;1.752604472;NA;NA;733;NA;NA;122.6110983
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;107;108;1.40351059;1.94840598;NA;746;NA;1.32480507;123.7623762
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;108;109;1.465116022;NA;NA;758;NA;NA;124.9136542
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;109;110;2.036771428;1.174263162;NA;771;NA;0.709077971;126.0649321
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;110;111;1.857736993;NA;NA;784;NA;NA;127.21621
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;111;112;1.796152955;1.428432027;NA;797;NA;0.911235317;128.3674879
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;112;113;1.940228795;NA;NA;815;NA;NA;129.5187658
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;113;114;1.651798987;1.719289995;NA;832;NA;1.14257394;130.6700437
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;114;115;1.478075734;NA;NA;849;NA;NA;131.8213217
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;115;116;1.939865088;0.860818529;NA;866;NA;0.459774676;132.9725996
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;116;117;1.618792639;NA;NA;884;NA;NA;134.1238775
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;117;118;1.506658772;5.305780361;NA;901;NA;3.99514747;135.2751554
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;118;119;1.203627225;NA;NA;919;NA;NA;136.4264333
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;119;120;1.295591437;3.930188373;NA;937;NA;2.901047976;137.5777113
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;120;121;1.204675555;NA;NA;955;NA;NA;138.7289892
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;121;122;1.1598541;8.387869013;NA;973;NA;6.446536881;139.8802671
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;122;123;0.987280801;NA;NA;991;NA;NA;141.031545
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;123;124;1.014446453;10.47050983;NA;1008;NA;8.102999178;142.1828229
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;124;125;1.075404702;NA;NA;1026;2097;NA;143.3341009
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;125;126;1.341177746;4.496589687;NA;1044;NA;3.351544487;144.4853788
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;126;127;1.366786949;NA;NA;1062;NA;NA;145.6366567
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;127;128;1.356014824;2.915287133;NA;1074;NA;2.093829744;146.7879346
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;128;129;1.5063539;NA;NA;1085;NA;NA;147.9392125
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;129;130;1.501989424;1.513304755;NA;1097;NA;0.978740224;149.0904904
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;130;131;1.63664634;NA;NA;1108;NA;NA;150.2417684
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;131;132;1.509980266;1.990996118;NA;1120;NA;1.35867983;151.3930463
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;132;133;1.629313379;NA;NA;1130;NA;NA;152.5443242
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;133;134;1.437950369;1.728115189;NA;1139;NA;1.149593202;153.6956021
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;134;135;1.575238807;NA;NA;1149;NA;NA;154.84688
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;135;136;1.426932207;1.63844381;NA;1159;NA;1.07827161;155.998158
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;136;137;1.234804345;NA;NA;1169;NA;NA;157.1494359
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;137;138;1.224444063;2.116583067;NA;1202;NA;1.458567456;158.3007138
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;138;139;1.219769367;NA;NA;1213;NA;NA;159.4519917
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;139;140;1.29375686;1.683683044;NA;1223;NA;1.114253371;160.6032696
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;140;141;1.438175011;NA;NA;1233;NA;NA;161.7545475
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;141;142;1.227086283;3.384088122;NA;1243;NA;2.466698247;162.9058255
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;142;143;0.748860612;NA;NA;1253;NA;NA;164.0571034
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;143;144;0.810193264;3.767212884;NA;1263;NA;2.771422767;165.2083813
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;144;145;0.821853261;NA;NA;1273;NA;NA;166.3596592
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;145;146;0.767505909;5.390401515;NA;1283;NA;4.062452283;167.5109371
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;146;147;0.86848255;NA;NA;1293;NA;NA;168.6622151
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;147;148;0.919123306;2.538349234;NA;1303;NA;1.794026047;169.813493
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;148;149;1.154805001;NA;NA;1313;NA;NA;170.9647709
AG.S;AG.S-A;Seagrass;Posidonia oceanica;13.14;149;150;1.09078734;NA;NA;1323;NA;NA;172.1160488
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;0;2.5;1.18914;2.5;1.389420155;NA;NA;1.389420155;1.690789474
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;2.5;7.5;1.063535;2.4;0.162115086;NA;NA;0.162115086;6.763157895
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;7.5;12.5;1.195185;2.888315611;2.59660063;NA;NA;2.59660063;13.52631579
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;12.5;20;1.214565;2.098229255;1.392324921;NA;NA;1.392324921;21.98026316
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;20;37.5;0.925115;4.8;3.221972707;NA;NA;3.221972707;38.88815789
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;37.5;57.5;1.00774;5.357654043;4.215138021;NA;NA;4.215138021;64.25
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;57.5;68.5;1.071995;6.149547091;6.250244444;NA;NA;6.250244444;85.21578947
AG.S;AG.S-B;Seagrass;Posidonia oceanica;26.07003891;68.5;72;0.41778;16.7;12.4366408;NA;NA;12.4366408;95.02236842
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;0;2.5;0.523215;10.50371216;8.373956482;NA;NA;8.373956482;1.696295291
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;2.5;7.5;0.913855;3.68435714;2.998467654;NA;NA;2.998467654;6.785181164
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;7.5;12.5;1.33018;2.090906573;1.070137677;NA;NA;1.070137677;13.57036233
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;12.5;20;0.94703;3.579062956;2.739778789;NA;NA;2.739778789;22.05183878
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;20;37.5;1.01213;3.598791075;3.021292174;NA;NA;3.021292174;39.01479169
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;37.5;65;1.06545;2.475056623;1.725019272;NA;NA;1.725019272;69.54810693
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;65;85;1.106305;2.876546746;NA;NA;NA;2.063016946;101.7777175
AG.S;AG.S-C;Seagrass;Posidonia oceanica;26.31;85;90;0.646775;7.443313799;NA;NA;NA;5.695269507;118.7406704
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;0;1;1.079737086;9.585039843;NA;7.3;6;5.642191134;0.728862974
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;1;2;0.897889276;NA;NA;12.5;10;NA;2.186588921
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;2;3;1.093627458;5.363089818;NA;18.1;15;2.959186522;3.644314869
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;3;4;1.147343672;NA;NA;22.7;20;NA;5.102040816
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;4;5;1.481520247;4.470761332;NA;30.8;26;2.392121202;6.559766764
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;5;6;1.603629294;NA;NA;36.3;31;NA;8.017492711
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;6;7;1.709023897;1.882156012;NA;44.9;47;0.747089884;9.475218659
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;7;8;1.666566533;NA;NA;50.6;43;NA;10.93294461
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;8;9;1.507530597;1.992777777;1.061779544;59.3;50;1.061779544;12.39067055
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;9;10;1.65046718;NA;NA;65;56;NA;13.8483965
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;10;11;1.826233607;1.659235464;NA;70.5;66;0.605426232;15.30612245
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;11;12;1.156479119;NA;NA;76;71;NA;16.7638484
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;12;13;1.736745807;1.437639489;NA;87.5;NA;0.464604333;18.22157434
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;13;14;1.464677435;NA;NA;95.2;NA;NA;19.67930029
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;14;15;1.707750925;0.722877631;NA;103.2;NA;0.010380727;21.13702624
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;15;16;1.82897745;NA;NA;111.1;NA;NA;22.59475219
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;16;17;2.093071026;0.964685616;NA;119;NA;0.164047146;24.05247813
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;17;18;1.629350819;NA;NA;126.9;NA;NA;25.51020408
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;18;19;1.619108207;0.945646863;0.628755052;134.8;NA;0.628755052;26.96793003
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;19;20;1.680847355;NA;NA;142.6;NA;NA;28.42565598
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;20;21;1.970983373;1.080270507;NA;150.5;NA;0.237500122;29.88338192
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;21;22;1.782091427;NA;NA;158.5;NA;NA;31.34110787
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;22;23;1.471892727;1.07132544;NA;166.4;NA;0.231815627;32.79883382
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;23;24;1.928082073;NA;NA;170.3;NA;NA;34.25655977
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;24;25;1.752930738;1.127657743;NA;178.2;NA;0.26761421;35.71428571
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;25;26;1.959836844;NA;NA;186.1;NA;NA;37.17201166
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;26;27;1.885630058;NA;NA;194.1;NA;NA;38.62973761
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;27;28;1.831239918;NA;NA;198;NA;NA;40.08746356
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;28;29;1.918374324;0.863138475;0.176806372;205.8;NA;0.176806372;41.5451895
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;29;30;1.658623829;NA;NA;213.7;NA;NA;43.00291545
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;30;31;1.756546407;NA;NA;217.6;NA;NA;44.4606414
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;31;32;1.390449254;1.764062061;NA;225.5;NA;0.672042427;45.91836735
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;32;33;1.526994234;NA;NA;233.4;NA;NA;47.37609329
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;33;34;1.34298558;3.027859268;NA;237.3;NA;1.475172193;48.83381924
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;34;35;1.483017861;NA;NA;245.1;NA;NA;50.29154519
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;35;36;1.798147991;2.346349151;NA;248.9;NA;1.042079717;51.74927114
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;36;37;1.108282684;NA;NA;256.7;NA;NA;53.20699708
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;37;38;1.422920741;4.367256219;1.989061617;260.6;NA;1.989061617;54.66472303
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;38;39;1.14692648;NA;NA;268.5;NA;NA;56.12244898
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;39;40;1.256995779;5.708103435;NA;272.4;NA;3.178439029;57.58017493
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;40;41;0.940496401;NA;NA;280.3;NA;NA;59.03790087
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;41;42;1.349099055;1.908375077;NA;284.2;NA;0.763751823;60.49562682
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;42;43;1.50107481;NA;NA;292.1;NA;NA;61.95335277
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;43;44;1.31510856;2.754236334;NA;296.1;NA;1.30128771;63.41107872
AG.I;AG.I-A;Seagrass;Posidonia oceanica;31.4;44;45;1.310460608;NA;NA;300;NA;NA;64.86880466
