Site.ID;Core.ID;Ecosystem;Genus;Compresion;Min.D;Max.D;DBD;OM;OC;Age;Raw.Age;POC;Center
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;26;28;0.917030176;4.285390019;NA;406;NA;0.622080938;29.24926877
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;28;30;1.088751696;2.323137606;NA;430;NA;0.430578692;31.41588127
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;30;32;1.179830475;NA;NA;453;NA;NA;33.58249377
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;32;34;1.160312065;NA;0.793263978;489;NA;0.793263978;35.74910627
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;34;36;1.347293378;NA;NA;512;NA;NA;37.91571877
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;36;38;1.207527074;2.68241669;NA;536;905;0.465641843;40.08233128
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;38;40;1.581280222;NA;NA;563;NA;NA;42.24894378
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;40;42;1.242198762;1.980857162;NA;591;NA;0.397174492;44.41555628
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;42;44;1.542682052;NA;NA;633;NA;NA;46.58216878
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;44;46;1.890635366;NA;0.257306712;688;NA;0.257306712;48.74878128
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;46;48;1.40195139;NA;NA;744;NA;NA;50.91539378
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;48;50;1.424890959;1.949801898;NA;832;1408;0.394143713;53.08200628
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;50;52;1.480140523;NA;NA;890;NA;NA;55.24861878
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;52;54;1.297107586;NA;0.445036594;955;NA;0.445036594;57.41523129
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;54;56;1.626426828;NA;NA;1021;NA;NA;59.58184379
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;56;58;1.438252791;1.471549632;NA;1087;NA;0.347469604;61.74845629
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;58;60;1.631953297;NA;NA;1153;NA;NA;63.91506879
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;60;62;1.939126319;1.374558648;NA;1219;NA;0.338003956;66.08168129
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;62;64;1.003268506;NA;NA;1284;NA;NA;68.24829379
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;64;66;1.505456965;NA;0.24606526;1348;NA;0.24606526;70.41490629
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;66;68;1.641584993;NA;NA;1414;NA;NA;72.5815188
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;68;70;1.78910817;1.520148656;NA;1479;NA;0.352212532;74.7481313
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;70;72;1.88553341;NA;NA;1544;NA;NA;76.9147438
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;72;74;1.581967393;NA;0.281257644;1610;NA;0.281257644;79.0813563
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;74;76;2.093696351;NA;NA;1676;NA;NA;81.2479688
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;76;78;1.475855272;1.779542468;NA;1741;NA;0.377527572;83.4145813
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;78;80;1.978227255;NA;NA;1806;NA;NA;85.5811938
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;80;82;1.559898747;NA;NA;1871;NA;NA;87.7478063
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;82;84;1.720436556;NA;NA;1935;2450;NA;89.91441881
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;84;86;1.327654141;NA;0.203100965;1998;NA;0.203100965;92.08103131
SA.CN;SA.CN-A;Seagrass;Cymodocea nodosa;7.69;86;88;1.139253207;NA;NA;2058;NA;NA;94.24764381
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;0;5;1.432985;1.775987002;0.275091767;NA;NA;0.275091767;2.843170704
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;5;9.5;1.432295;2.189931259;0.326583721;NA;NA;0.326583721;8.245195042
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;9.5;14.5;1.021525;3.329451451;0.880084;NA;NA;0.880084;13.64721938
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;14.5;22;0.924975;3.470817537;NA;NA;NA;0.542584305;20.75514614
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;22;39.5;1.13845;2.405370516;0.696799901;NA;NA;0.696799901;34.97099966
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;39.5;67;1.69311;1.97192445;NA;NA;NA;0.396302721;60.55953599
SA.CN;SA.CN-B;Seagrass;Cymodocea nodosa;12.07;67;82;1.538845;1.062244928;0.184816349;NA;NA;0.184816349;84.72648698
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;0;2;1.040307284;2.007921482;0.293488947;NA;NA;0.293488947;1.301066875
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;2;4;1.518034416;2.997387839;NA;NA;NA;0.496380845;3.903200625
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;4;6;1.307157451;3.832753707;NA;NA;NA;0.577906769;6.505334374
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;6;8;1.344300872;4.694796579;NA;NA;NA;0.662036182;9.107468124
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;8;10;1.349625413;5.403331708;NA;NA;NA;0.731184304;11.70960187
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;10;12;1.373993679;6.133043064;NA;NA;NA;0.802399078;14.31173562
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;12;14;1.353198284;6.875115502;0.636792483;NA;NA;0.636792483;16.91386937
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;14;16;1.209002438;7.53013013;NA;NA;NA;0.9387451;19.51600312
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;16;18;1.496228134;7.329036208;NA;NA;NA;0.919119726;22.11813687
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;18;20;1.448392842;8.945789992;NA;NA;NA;1.076903698;24.72027062
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;20;22;0.89787113;11.25689682;1.353106108;NA;NA;1.353106108;27.32240437
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;22;24;0.93411331;12.4513106;NA;NA;NA;1.419018231;29.92453812
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;24;26;0.849380634;13.53759518;NA;NA;NA;1.525032082;32.52667187
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;26;28;1.231397067;13.61721719;NA;NA;NA;1.532802639;35.12880562
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;28;30;0.853499063;NA;0.98019188;NA;NA;0.98019188;37.73093937
SA.CN;SA.CN-C;Seagrass;Cymodocea nodosa;23.14;30;32;1.068240399;NA;NA;NA;NA;NA;40.33307312
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;0;1;0.706332064;3.236169412;0.878686362;5;NA;0.878686362;0.554815801
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;1;2;0.973404198;NA;NA;12;NA;NA;1.664447403
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;2;3;1.090747349;2.130292765;0.452877236;15;NA;0.452877236;2.774079006
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;3;4;1.125518661;NA;NA;22;NA;NA;3.883710608
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;4;5;1.364441062;1.642011395;0.267121544;25;NA;0.267121544;4.99334221
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;5;6;1.278991672;NA;NA;31;NA;NA;6.102973813
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;6;7;1.253676701;1.603009324;0.219709512;35;NA;0.219709512;7.212605415
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;7;8;1.279644202;NA;NA;41;NA;NA;8.322237017
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;8;9;1.321924963;1.737725782;NA;44;NA;0.347046525;9.43186862
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;9;10;1.145083876;NA;NA;48;NA;NA;10.54150022
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;10;11;1.276215743;1.762725292;NA;54;NA;0.352148706;11.65113182
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;11;12;1.064790545;NA;NA;57;NA;NA;12.76076343
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;12;13;1.383770938;0.161899622;NA;61;NA;0.025434208;13.87039503
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;13;14;1.384188129;NA;NA;67;NA;NA;14.98002663
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;14;15;1.326177107;0.735685591;0.249150319;71;NA;0.249150319;16.08965823
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;15;16;1.47779415;NA;NA;74;NA;NA;17.19928984
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;16;17;1.340377666;1.458082347;0.256904815;77;NA;0.256904815;18.30892144
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;17;18;1.351845086;NA;NA;84;NA;NA;19.41855304
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;18;19;1.142591424;1.226126583;NA;87;NA;0.24263361;20.52818464
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;19;20;1.272985183;0.28998779;NA;90;NA;0.051575881;21.63781625
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;20;21;1.54862579;0.984155103;0.1374863;93;NA;0.1374863;22.74744785
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;21;22;1.337018739;NA;NA;100;NA;NA;23.85707945
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;22;23;1.479826622;1.377780825;0.245881957;103;NA;0.245881957;24.96671105
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;23;24;1.435096198;NA;NA;107;NA;NA;26.07634265
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;24;25;1.430961722;1.249445804;0.233811621;110;NA;0.233811621;27.18597426
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;25;26;1.276178303;NA;NA;113;NA;NA;28.29560586
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;26;27;1.328792578;1.345398139;0.272429369;116;NA;0.272429369;29.40523746
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;27;28;1.287618979;NA;NA;123;NA;NA;30.51486906
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;28;29;1.289004269;1.371028271;NA;126;NA;0.272206775;31.62450067
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;29;30;1.437540512;NA;NA;130;NA;NA;32.73413227
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;30;31;1.196820979;1.40944187;0.13746787;133;NA;0.13746787;33.84376387
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;31;32;1.394890698;NA;NA;136;NA;NA;34.95339547
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;32;33;1.30758534;1.411857629;0.319121929;139;NA;0.319121929;36.06302708
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;33;34;1.333750739;NA;NA;143;NA;NA;37.17265868
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;34;35;1.413605483;0.939064746;NA;149;NA;0.184046803;38.28229028
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;35;36;1.232833169;NA;NA;152;NA;NA;39.39192188
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;36;37;1.278777727;NA;0.298163703;156;NA;0.298163703;40.50155348
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;37;38;1.330306234;NA;NA;159;NA;NA;41.61118509
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;38;39;1.373041627;1.200312591;NA;162;NA;0.2373652;42.72081669
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;39;40;1.323021428;NA;NA;166;NA;NA;43.83044829
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;40;41;1.306686773;NA;0.14361065;169;NA;0.14361065;44.94007989
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;41;42;1.376999598;NA;NA;172;NA;NA;46.0497115
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;42;43;1.307146754;0.874013011;NA;175;NA;0.170770314;47.1593431
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;43;44;1.297572742;NA;NA;182;NA;NA;48.2689747
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;44;45;1.438412336;NA;NA;185;NA;NA;49.3786063
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;45;46;1.39480512;NA;NA;188;NA;NA;50.48823791
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;46;47;1.337254078;1.03960396;0.358628469;192;NA;0.358628469;51.59786951
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;47;48;1.35598491;NA;NA;195;NA;NA;52.70750111
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;48;49;1.323433271;NA;NA;198;NA;NA;53.81713271
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;49;50;1.343191035;NA;NA;201;NA;NA;54.92676431
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;50;51;1.295829095;1.354177039;0.168168354;205;NA;0.168168354;56.03639592
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;51;52;1.44158941;NA;NA;208;NA;NA;57.14602752
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;52;53;1.315720575;NA;0.3413526;211;NA;0.3413526;58.25565912
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;53;54;1.450211369;NA;NA;214;NA;NA;59.36529072
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;54;55;1.297957842;0.640186236;NA;218;NA;0.123048317;60.47492233
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;55;56;1.51699946;NA;NA;221;NA;NA;61.58455393
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;56;57;1.372501417;NA;0.28799912;224;NA;0.28799912;62.69418553
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;57;58;1.234587513;NA;NA;228;NA;NA;63.80381713
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;58;59;1.438417684;1.026336174;NA;231;NA;0.201858137;64.91344874
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;59;60;1.549246228;NA;NA;234;NA;NA;66.02308034
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;60;61;1.357594841;NA;0.241577035;241;NA;0.241577035;67.13271194
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;61;62;1.377807238;NA;NA;244;NA;NA;68.24234354
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;62;63;1.376047545;1.370963692;0.287229477;248;NA;0.287229477;69.35197514
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;63;64;1.421981406;NA;NA;251;NA;NA;70.46160675
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;64;65;1.386627096;NA;NA;254;NA;NA;71.57123835
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;65;66;1.484126904;NA;NA;257;NA;NA;72.68086995
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;66;67;1.240155416;1.387225549;NA;261;NA;0.275512498;73.79050155
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;67;68;1.440508991;NA;NA;264;NA;NA;74.90013316
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;68;69;1.41096327;NA;NA;267;NA;NA;76.00976476
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;69;70;1.360162174;NA;NA;270;NA;NA;77.11939636
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;70;71;1.303279709;1.249450925;NA;274;NA;0.247393903;78.22902796
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;71;72;1.532879482;NA;NA;277;NA;NA;79.33865957
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;72;73;1.323887902;NA;0.305604619;280;NA;0.305604619;80.44829117
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;73;74;1.587643898;NA;NA;284;591;NA;81.55792277
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;74;75;1.312158401;0.602980017;NA;287;NA;0.115454853;82.66755437
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;75;76;1.275985753;NA;NA;290;NA;NA;83.77718597
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;76;77;1.275589956;NA;0.225426902;294;NA;0.225426902;84.88681758
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;77;78;1.379422518;NA;NA;297;NA;NA;85.99644918
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;78;79;1.251264478;1.318539158;NA;301;NA;0.261494207;87.10608078
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;79;80;1.326834986;NA;NA;305;NA;NA;88.21571238
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;80;81;1.378021182;NA;NA;308;NA;NA;89.32534399
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;81;82;1.375074098;NA;NA;312;634;NA;90.43497559
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;82;83;1.506692689;1.293467987;0.260859653;316;NA;0.260859653;91.54460719
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;83;84;1.485763579;NA;NA;320;NA;NA;92.65423879
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;84;85;1.514833273;NA;NA;324;NA;NA;93.7638704
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;85;86;1.063576411;NA;NA;328;NA;NA;94.873502
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;86;87;1.345843946;0.892409506;NA;333;NA;0.174524877;95.9831336
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;87;88;1.491090794;NA;NA;337;NA;NA;97.0927652
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;88;89;1.291876473;NA;NA;342;NA;NA;98.2023968
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;89;90;1.484239225;NA;NA;347;NA;NA;99.31202841
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;90;91;1.330595059;0.50804403;0.102851566;352;NA;0.102851566;100.42166
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;91;92;1.449836966;NA;NA;356;NA;NA;101.5312916
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;92;93;1.440428762;NA;0.221117733;361;NA;0.221117733;102.6409232
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;93;94;1.479773136;NA;NA;366;NA;NA;103.7505548
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;94;95;1.437941658;0.570052582;NA;372;NA;0.108734652;104.8601864
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;95;96;1.144056943;NA;NA;377;NA;NA;105.969818
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;96;97;1.218119143;NA;0.380889298;382;NA;0.380889298;107.0794496
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;97;98;1.12052306;NA;NA;387;NA;NA;108.1890812
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;98;99;1.101038074;1.700329255;NA;392;NA;0.339414221;109.2987128
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;99;100;0.855932681;NA;NA;397;NA;NA;110.4083444
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;100;101;1.07519894;NA;0.308444628;402;NA;0.308444628;111.517976
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;101;102;1.318523247;NA;NA;407;NA;NA;112.6276076
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;102;103;1.106060419;1.292209521;0.303762783;412;NA;0.303762783;113.7372392
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;103;104;1.108429853;NA;NA;417;NA;NA;114.8468708
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;9.88;104;105;0.434071778;NA;0.256182742;422;NA;0.256182742;115.9565024
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;0;2.5;1.212205;1.324423111;0.194431376;NA;NA;0.194431376;1.493072145
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;2.5;7.5;1.208745;1.973619513;0.303164717;NA;NA;0.303164717;5.972288581
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;7.5;12.5;1.246905;NA;NA;NA;NA;NA;11.94457716
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;12.5;20;1.12363;1.132252027;0.135635024;NA;NA;0.135635024;19.40993789
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;20;37.5;1.245125;0.658966346;0.211400188;NA;NA;0.211400188;34.34065934
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;37.5;65;1.444795;1.409748985;0.167512086;NA;NA;0.167512086;61.21595796
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;65;87.5;1.32841;0.582003662;0.141207925;NA;NA;0.141207925;91.07740086
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;16.28;87.5;95;1.50059;1.173385602;0.155477614;NA;NA;0.155477614;108.9942666
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;0;2.5;0.92453;1.941838357;NA;NA;NA;0.388704114;1.532989944
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;2.5;7.5;1.30071;0.529581858;0.203176941;NA;NA;0.203176941;6.131959774
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;7.5;12.5;1.3261;1.141028737;0.234224861;NA;NA;0.234224861;12.26391955
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;12.5;20;1.33613;0.805285301;0.297011436;NA;NA;0.297011436;19.92886927
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;20;37.5;1.234475;0.911355888;0.265289236;NA;NA;0.265289236;35.2587687
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;37.5;65;1.30583;1.176470588;0.119591025;NA;NA;0.119591025;62.85258769
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;65;82.5;1.35912;1.212002737;NA;NA;NA;0.239751056;90.44640667
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;18.46;82.5;85;1.30933;1.596127429;NA;NA;NA;0.318147541;102.7103262
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;0;2;1.012229358;1.937769832;0.475571792;NA;NA;0.475571792;1.204238921
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;2;4;1.223380938;2.122271998;NA;NA;NA;0.356820626;3.612716763
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;4;6;1.211626808;1.923718994;NA;NA;NA;0.333410554;6.021194605
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;6;8;1.032729882;1.180671449;NA;NA;NA;0.245802733;8.429672447
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;8;10;1.313489494;1.292415888;0.26925305;NA;NA;0.26925305;10.83815029
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;10;12;1.244479493;1.213765668;NA;NA;NA;0.249704653;13.24662813
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;12;14;1.382646078;0.591045406;NA;NA;NA;0.176283826;15.65510597
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;14;16;1.406882215;1.09529129;NA;NA;NA;0.235736123;18.06358382
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;16;18;1.40163385;0.84555785;NA;NA;NA;0.206291705;20.47206166
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;18;20;1.359531409;1.384653413;NA;NA;NA;0.269852897;22.8805395
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;20;22;1.373890779;1.64371896;0.212984949;NA;NA;0.212984949;25.28901734
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;22;24;1.187362072;2.552277022;NA;NA;NA;0.407519674;27.69749518
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;24;26;1.24843884;2.576613098;NA;NA;NA;0.41038898;30.10597303
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;26;28;1.315943713;1.412216186;NA;NA;NA;0.273102641;32.51445087
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;28;30;1.310751497;1.378752497;NA;NA;NA;0.269157159;34.92292871
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;30;32;1.336929044;NA;NA;NA;NA;NA;37.33140655
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;32;34;1.357408895;1.012315035;NA;NA;NA;0.225952941;39.73988439
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;34;36;1.39200348;NA;NA;NA;NA;NA;42.14836224
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;36;38;1.548103922;0.603833663;NA;NA;NA;0.177791604;44.55684008
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;38;40;1.459725315;NA;NA;NA;NA;NA;46.96531792
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;40;42;1.475065401;1.073427829;NA;NA;NA;0.233158347;49.37379576
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;42;44;1.295123808;NA;NA;NA;NA;NA;51.7822736
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;44;46;1.389137004;0.775919189;NA;NA;NA;0.198081071;54.19075145
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;46;48;1.365124447;NA;NA;NA;NA;NA;56.59922929
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;48;50;1.301425071;0.695075467;NA;NA;NA;0.188549322;59.00770713
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;50;52;1.648009048;NA;NA;NA;NA;NA;61.41618497
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;52;54;1.360251697;0.991965896;NA;NA;NA;0.223553709;63.82466281
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16.96;54;56;1.416017356;NA;NA;NA;NA;NA;66.23314066
