Site ID;Core ID;Ecosystem;Genus;Min.D;Max.D;DBD;OM;OC;Age
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;12;13;1.383770938;0.161899622;;61
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;13;14;1.384188129;;;67
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;14;15;1.326177107;0.735685591;0.249150319;71
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;15;16;1.47779415;;;74
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;16;17;1.340377666;1.458082347;0.256904815;77
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;17;18;1.351845086;;;84
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;18;19;1.142591424;1.226126583;;87
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;19;20;1.272985183;0.28998779;;90
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;20;21;1.54862579;0.984155103;0.1374863;93
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;21;22;1.337018739;;;100
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;22;23;1.479826622;1.377780825;0.245881957;103
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;23;24;1.435096198;;;107
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;24;25;1.430961722;1.249445804;0.233811621;110
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;25;26;1.276178303;;;113
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;26;27;1.328792578;1.345398139;0.272429369;116
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;27;28;1.287618979;;;123
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;28;29;1.289004269;1.371028271;;126
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;29;30;1.437540512;;;130
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;30;31;1.196820979;1.40944187;0.13746787;133
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;31;32;1.394890698;;;136
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;32;33;1.30758534;1.411857629;0.319121929;139
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;33;34;1.333750739;;;143
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;34;35;1.413605483;0.939064746;;149
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;35;36;1.232833169;;;152
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;36;37;1.278777727;;0.298163703;156
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;37;38;1.330306234;;;159
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;38;39;1.373041627;1.200312591;;162
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;39;40;1.323021428;;;166
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;40;41;1.306686773;;0.14361065;169
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;41;42;1.376999598;;;172
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;42;43;1.307146754;0.874013011;;175
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;43;44;1.297572742;;;182
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;44;45;1.438412336;;;185
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;45;46;1.39480512;;;188
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;46;47;1.337254078;1.03960396;0.358628469;192
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;47;48;1.35598491;;;195
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;48;49;1.323433271;;;198
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;49;50;1.343191035;;;201
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;50;51;1.295829095;1.354177039;0.168168354;205
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;51;52;1.44158941;;;208
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;52;53;1.315720575;;0.3413526;211
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;53;54;1.450211369;;;214
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;54;55;1.297957842;0.640186236;;218
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;55;56;1.51699946;;;221
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;56;57;1.372501417;;0.28799912;224
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;57;58;1.234587513;;;228
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;58;59;1.438417684;1.026336174;;231
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;59;60;1.549246228;;;234
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;60;61;1.357594841;;0.241577035;241
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;61;62;1.377807238;;;244
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;62;63;1.376047545;1.370963692;0.287229477;248
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;63;64;1.421981406;;;251
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;64;65;1.386627096;;;254
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;65;66;1.484126904;;;257
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;66;67;1.240155416;1.387225549;;261
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;67;68;1.440508991;;;264
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;68;69;1.41096327;;;267
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;69;70;1.360162174;;;270
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;70;71;1.303279709;1.249450925;;274
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;71;72;1.532879482;;;277
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;72;73;1.323887902;;0.305604619;280
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;73;74;1.587643898;;;284
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;74;75;1.312158401;0.602980017;;287
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;75;76;1.275985753;;;290
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;76;77;1.275589956;;0.225426902;294
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;77;78;1.379422518;;;297
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;78;79;1.251264478;1.318539158;;301
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;79;80;1.326834986;;;305
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;80;81;1.378021182;;;308
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;81;82;1.375074098;;;312
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;82;83;1.506692689;1.293467987;0.260859653;316
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;83;84;1.485763579;;;320
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;84;85;1.514833273;;;324
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;85;86;1.063576411;;;328
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;86;87;1.345843946;0.892409506;;333
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;87;88;1.491090794;;;337
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;88;89;1.291876473;;;342
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;89;90;1.484239225;;;347
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;90;91;1.330595059;0.50804403;0.102851566;352
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;91;92;1.449836966;;;356
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;92;93;1.440428762;;0.221117733;361
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;93;94;1.479773136;;;366
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;94;95;1.437941658;0.570052582;;372
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;95;96;1.144056943;;;377
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;96;97;1.218119143;;0.380889298;382
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;97;98;1.12052306;;;387
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;98;99;1.101038074;1.700329255;;392
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;99;100;0.855932681;;;397
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;100;101;1.07519894;;0.308444628;402
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;101;102;1.318523247;;;407
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;102;103;1.106060419;1.292209521;0.303762783;412
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;103;104;1.108429853;;;417
BA.S;BA.S-A;Seagrass;Cymodocea nodosa;104;105;0.434071778;;0.256182742;422
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;0;2.5;1.212205;1.324423111;0.194431376;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;2.5;7.5;1.208745;1.973619513;0.303164717;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;7.5;12.5;1.246905;;;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;12.5;20;1.12363;1.132252027;0.135635024;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;20;37.5;1.245125;0.658966346;0.211400188;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;37.5;65;1.444795;1.409748985;0.167512086;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;65;87.5;1.32841;0.582003662;0.141207925;
BA.S;BA.S-B;Seagrass;Cymodocea nodosa;87.5;95;1.50059;1.173385602;0.155477614;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;0;2.5;0.92453;1.941838357;;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;2.5;7.5;1.30071;0.529581858;0.203176941;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;7.5;12.5;1.3261;1.141028737;0.234224861;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;12.5;20;1.33613;0.805285301;0.297011436;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;20;37.5;1.234475;0.911355888;0.265289236;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;37.5;65;1.30583;1.176470588;0.119591025;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;65;82.5;1.35912;1.212002737;;
BA.S;BA.S-C;Seagrass;Cymodocea nodosa;82.5;85;1.30933;1.596127429;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;0;2;1.012229358;1.937769832;0.475571792;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;2;4;1.223380938;2.122271998;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;4;6;1.211626808;1.923718994;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;6;8;1.032729882;1.180671449;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;8;10;1.313489494;1.292415888;0.26925305;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;10;12;1.244479493;1.213765668;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;12;14;1.382646078;0.591045406;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;14;16;1.406882215;1.09529129;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;16;18;1.40163385;0.84555785;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;18;20;1.359531409;1.384653413;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;20;22;1.373890779;1.64371896;0.212984949;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;22;24;1.187362072;2.552277022;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;24;26;1.24843884;2.576613098;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;26;28;1.315943713;1.412216186;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;28;30;1.310751497;1.378752497;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;30;32;1.336929044;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;32;34;1.357408895;1.012315035;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;34;36;1.39200348;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;36;38;1.548103922;0.603833663;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;38;40;1.459725315;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;40;42;1.475065401;1.073427829;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;42;44;1.295123808;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;44;46;1.389137004;0.775919189;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;46;48;1.365124447;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;48;50;1.301425071;0.695075467;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;50;52;1.648009048;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;52;54;1.360251697;0.991965896;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;54;56;1.416017356;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;56;58;1.199860263;1.156052946;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;58;60;1.481286783;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;60;62;1.217588094;0.966012304;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;62;64;1.438857398;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;64;66;1.418374642;1.078436982;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;66;68;1.358583424;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;68;70;1.314326467;1.194517419;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;70;72;1.280383568;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;72;74;1.271683491;1.275487556;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;74;76;1.334303787;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;76;78;1.038162097;0.46523838;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;78;80;0.970131202;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;80;82;1.076682136;1.095074971;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;82;84;1.111316726;;;
BA.SC;BA.SC-A;Seagrass;Cymodocea nodosa;83;85;0.758904845;1.242465598;;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;0;2.5;1.03381;1.341139454;0.252920269;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;2.5;7.5;1.239715;1.314970145;0.207192751;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;7.5;12.5;1.32328;1.591840547;0.226475169;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;12.5;20;1.321435;0.965452375;0.230204402;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;20;37.5;1.261035;0.850944431;0.262987934;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;37.5;65;1.359615;1.406915245;0.277634755;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;65;82.5;1.21136;1.849382755;0.229601299;
BA.SC;BA.SC-B;Seagrass;Cymodocea nodosa;82.5;85;1.50511;1.507927708;0.301382;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;0;1;1.17716;0.975912226;0.267652613;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;2.5;5;1.21837;1.274676781;0.125907223;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;7.5;10;1.136505;1.253758821;0.16575128;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;12.5;15;1.294095;1.329521596;0.211553618;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;20;25;1.23873;1.324348414;0.225605163;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;37.5;50;1.23862;1.027759424;0.215120559;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;65;80;1.29727;1.860917491;0.246105983;
BA.SC;BA.SC-C;Seagrass;Cymodocea nodosa;87.5;95;1.3674;0.64607248;0.251427524;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;0;2;0.583086722;2.197121487;1.10092551;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;2;4;0.956243184;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;4;6;0.895196825;4.805588746;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;6;8;0.888131312;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;8;10;1.076851661;4.679220375;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;10;12;1.029773197;;2.076468121;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;12;14;0.998090707;4.613296039;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;14;16;1.014401292;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;16;18;1.139251217;4.15855099;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;18;20;1.064156735;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;20;22;1.310246273;5.450931957;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;22;24;1.005455742;;2.35588341;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;24;26;1.253762279;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;26;28;1.205365383;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;28;30;0.982020809;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;30;32;1.034704615;4.44337048;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;32;34;1.168417186;;1.291306905;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;34;36;1.203094898;3.009428101;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;36;38;1.212583332;;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;38;40;0.78952969;7.468368604;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;40;42;0.528541599;;3.607400924;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;42;44;0.463981205;12.05210781;;
CA.S;CA.S-A;Seagrass;Posidonia oceanica;44;46;0.834770906;;4.600004715;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;0;2;0.920308548;2.643680263;0.910498762;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;2;4;1.297412284;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;4;6;0.984756622;3.917102919;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;6;8;1.210173783;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;8;10;1.335392762;4.125640744;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;10;12;1.162373257;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;12;14;1.291122319;1.897437029;0.639209711;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;14;16;1.353473738;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;16;18;1.446459319;2.346502931;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;18;20;1.174589482;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;20;22;0.749749404;6.35283113;3.819042555;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;22;24;1.04351645;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;24;26;1.186209337;3.29310102;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;26;28;1.27764917;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;28;30;1.708396788;1.912842596;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;30;32;1.883282957;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;32;34;1.304515238;2.683936809;1.143581923;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;34;36;1.001866825;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;36;38;0.93361589;2.338693413;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;38;40;0.571218157;;;
CA.S;CA.S-B;Seagrass;Posidonia oceanica;40;42;0.86743754;2.633100958;0.923194122;
CA.S;CA.S-C;Seagrass;Posidonia oceanica;0;2;0.816631096;2.13052501;0.738049538;22
CA.S;CA.S-C;Seagrass;Posidonia oceanica;2;4;1.285733594;;;39
CA.S;CA.S-C;Seagrass;Posidonia oceanica;4;6;1.259076123;2.558798369;;51
CA.S;CA.S-C;Seagrass;Posidonia oceanica;6;8;1.19621926;;;69
CA.S;CA.S-C;Seagrass;Posidonia oceanica;8;10;1.19044811;3.993241774;;83
CA.S;CA.S-C;Seagrass;Posidonia oceanica;10;12;1.134734316;;;102
CA.S;CA.S-C;Seagrass;Posidonia oceanica;12;14;1.338995051;;;117
CA.S;CA.S-C;Seagrass;Posidonia oceanica;14;16;1.064009648;;;138
CA.S;CA.S-C;Seagrass;Posidonia oceanica;16;18;1.281759577;3.531462497;2.50842476;153
CA.S;CA.S-C;Seagrass;Posidonia oceanica;18;20;1.34663554;;;168
CA.S;CA.S-C;Seagrass;Posidonia oceanica;20;22;1.377398069;2.118098378;;183
CA.S;CA.S-C;Seagrass;Posidonia oceanica;22;24;1.346314623;;;198
CA.S;CA.S-C;Seagrass;Posidonia oceanica;24;26;1.018139971;3.24501717;;213
CA.S;CA.S-C;Seagrass;Posidonia oceanica;26;28;1.09651315;;;228
CA.S;CA.S-C;Seagrass;Posidonia oceanica;28;30;1.147129719;4.621808109;1.883083196;238
CA.S;CA.S-C;Seagrass;Posidonia oceanica;30;32;1.415571098;;;253
CA.S;CA.S-C;Seagrass;Posidonia oceanica;32;34;1.657919283;1.385771577;;263
CA.S;CA.S-C;Seagrass;Posidonia oceanica;34;36;1.363515752;;;279
CA.S;CA.S-C;Seagrass;Posidonia oceanica;36;38;1.240596676;4.262637264;1.449073341;289
CA.S;CA.S-C;Seagrass;Posidonia oceanica;38;40;1.178673146;;;299
CA.S;CA.S-C;Seagrass;Posidonia oceanica;40;42;0.871566667;5.374548546;;314
CA.S;CA.S-C;Seagrass;Posidonia oceanica;42;44;0.855999538;;;324
CA.S;CA.S-C;Seagrass;Posidonia oceanica;44;46;0.62758983;6.402231358;;334
CA.S;CA.S-C;Seagrass;Posidonia oceanica;46;48.5;0.712426805;10.81337547;6.547664381;349
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;0;4;0.395307729;6.548833382;5.021037835;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;4;6;1.086746589;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;6;8;0.838089718;3.380758739;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;8;10;1.023020577;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;10;12;0.936972142;4.139743629;2.609209216;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;12;14;1.438115488;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;14;16;1.353203633;2.721218745;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;16;18;1.248614242;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;18;20;1.55658987;2.019014503;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;20;22;1.721824473;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;22;24;1.076616322;1.681206777;1.046570148;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;24;26;1.284883165;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;26;28;1.093750593;3.014139648;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;28;30;0.650497926;;;
CA.SC;CA.SC-A;Seagrass;Posidonia oceanica;30;31;0.529961655;;1.22322527;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;0;2;0.863182721;5.500458564;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;2;4;0.978193878;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;4;6;0.906329957;4.27651703;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;6;8;1.217568236;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;8;10;1.178590242;7.915001404;3.83133629;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;10;12;0.993900071;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;12;14;1.29436625;2.60923879;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;14;16;1.214118383;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;16;18;1.381342669;2.916090591;1.428841552;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;18;20;1.303707597;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;20;22;1.244484313;2.19515877;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;22;24;1.182417173;;;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;24;26;1.241931154;3.534648812;1.304777484;
CA.SC;CA.SC-B;Seagrass;Posidonia oceanica;26;27;0.628432236;;;
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;0;2;0.73834082;2.179530279;;46
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;2;4;1.175030742;;;91
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;4;6;0.864658938;5.371162509;;119
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;6;8;0.796656712;;;142
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;8;10;0.924528602;4.46137245;2.333034947;161
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;10;12;0.866020159;;;178
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;12;14;0.999772845;4.212024035;;195
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;14;16;1.218362505;;;208
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;16;18;1.392037214;2.18559115;0.993627958;221
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;18;20;1.069478602;;;231
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;20;22;1.109237493;5.031051361;;241
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;22;24;0.983983748;;;251
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;24;26;0.78175816;7.600567349;5.908254753;258
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;26;28;1.604171103;;;270
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;28;30;1.084663305;5.219340952;;277
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;30;32;1.228222667;;;288
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;32;34;1.452275932;2.75195337;1.074224518;296
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;34;36;1.682498819;;;303
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;36;38;1.446772213;2.352221034;;311
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;38;40;1.133156476;;;319
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;40;42;1.688957266;1.760591649;;330
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;42;44;1.944356059;;;338
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;44;46;2.919431697;2.106016725;0.741346797;345
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;46;48;1.491564146;;;353
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;48;50;1.398944944;;;360
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;50;52;1.719906996;;;368
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;52;54;0.773133526;2.878217594;;376
CA.SC;CA.SC-C;Seagrass;Posidonia oceanica;54;55;1.432175857;;0.667543549;354
DE.I;DE.I-A;Seagrass;Posidonia oceanica;0;1;1.284941899;;;5
DE.I;DE.I-A;Seagrass;Posidonia oceanica;1;2;1.777748234;1.037146294;0.606246636;8
DE.I;DE.I-A;Seagrass;Posidonia oceanica;2;3;1.413212256;;;11
DE.I;DE.I-A;Seagrass;Posidonia oceanica;3;4;1.216125;1.329576036;;13
